Symbol,Date,Open,Open,Open,High,High,High,Low,Low,Low,Close,Close,Close,Volume,Volume,Volume,Extraction_Timestamp
,,AAPL,MSFT,GOOGL,AAPL,MSFT,GOOGL,AAPL,MSFT,GOOGL,AAPL,MSFT,GOOGL,AAPL,MSFT,GOOGL,
AAPL,2025-04-17 14:00:00+00:00,196.0800018310547,,,196.17999267578125,,,195.75,,,196.0399932861328,,,114657.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:01:00+00:00,196.0500030517578,,,196.50999450683594,,,196.00999450683594,,,196.3000030517578,,,149668.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:02:00+00:00,196.33999633789062,,,196.36000061035156,,,196.06149291992188,,,196.22999572753906,,,85720.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:03:00+00:00,196.27000427246094,,,196.32000732421875,,,195.84039306640625,,,196.02999877929688,,,105149.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:04:00+00:00,195.99009704589844,,,196.22999572753906,,,195.77999877929688,,,196.18299865722656,,,89701.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:05:00+00:00,196.2100067138672,,,196.33999633789062,,,195.9499969482422,,,196.2899932861328,,,100282.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:06:00+00:00,196.3000030517578,,,196.50999450683594,,,195.8000030517578,,,196.00999450683594,,,225316.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:07:00+00:00,196.02999877929688,,,196.10830688476562,,,195.55039978027344,,,195.7550048828125,,,120023.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:08:00+00:00,195.74000549316406,,,195.86000061035156,,,195.60499572753906,,,195.74000549316406,,,94544.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:09:00+00:00,195.6999969482422,,,195.88299560546875,,,195.5500030517578,,,195.8278045654297,,,89511.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:10:00+00:00,195.89999389648438,,,195.9199981689453,,,195.5500030517578,,,195.80999755859375,,,102888.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:11:00+00:00,195.82000732421875,,,195.9600067138672,,,195.69000244140625,,,195.9600067138672,,,98268.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:12:00+00:00,195.97000122070312,,,196.49000549316406,,,195.92999267578125,,,196.27999877929688,,,163173.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:13:00+00:00,196.22999572753906,,,196.3199005126953,,,195.88999938964844,,,195.89190673828125,,,93766.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:14:00+00:00,195.8804931640625,,,195.97000122070312,,,195.7899932861328,,,195.8699951171875,,,61112.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:15:00+00:00,195.8800048828125,,,195.97000122070312,,,195.77999877929688,,,195.92999267578125,,,92522.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:16:00+00:00,195.9199981689453,,,195.92999267578125,,,195.63519287109375,,,195.7375030517578,,,66461.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:17:00+00:00,195.72999572753906,,,196.0399932861328,,,195.6199951171875,,,195.94000244140625,,,125052.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:18:00+00:00,195.9499969482422,,,196.02999877929688,,,195.77000427246094,,,195.82000732421875,,,55127.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:19:00+00:00,195.86000061035156,,,196.0399932861328,,,195.69500732421875,,,196.02999877929688,,,70452.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:20:00+00:00,196.02999877929688,,,196.02999877929688,,,195.68499755859375,,,195.69020080566406,,,82242.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:21:00+00:00,195.67999267578125,,,195.8179931640625,,,195.58999633789062,,,195.75,,,89447.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:22:00+00:00,195.7949981689453,,,196.2100067138672,,,195.7949981689453,,,196.00999450683594,,,103391.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:23:00+00:00,196.0500030517578,,,196.22000122070312,,,195.85000610351562,,,196.05050659179688,,,66791.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:24:00+00:00,196.0399932861328,,,196.0500030517578,,,195.7899932861328,,,195.89999389648438,,,185604.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:25:00+00:00,195.875,,,196.07000732421875,,,195.82000732421875,,,196.0489044189453,,,101929.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:26:00+00:00,196.0399932861328,,,196.27999877929688,,,195.90499877929688,,,196.22000122070312,,,114863.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:27:00+00:00,196.25,,,196.25,,,195.75999450683594,,,195.92999267578125,,,94009.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:28:00+00:00,195.94000244140625,,,195.94000244140625,,,195.67880249023438,,,195.75,,,87085.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:29:00+00:00,195.72000122070312,,,195.72000122070312,,,195.42999267578125,,,195.63999938964844,,,127205.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:30:00+00:00,195.69000244140625,,,195.6999969482422,,,194.50999450683594,,,194.69000244140625,,,525568.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:31:00+00:00,194.72000122070312,,,195.35220336914062,,,194.4199981689453,,,195.29010009765625,,,334263.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:32:00+00:00,195.27999877929688,,,196.22999572753906,,,195.0800018310547,,,196.05999755859375,,,457296.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:33:00+00:00,196.0800018310547,,,196.36000061035156,,,196.02000427246094,,,196.24349975585938,,,134580.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:34:00+00:00,196.24000549316406,,,196.36000061035156,,,195.97999572753906,,,196.36000061035156,,,133929.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:35:00+00:00,196.25999450683594,,,196.32000732421875,,,196.13499450683594,,,196.20050048828125,,,93139.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:36:00+00:00,196.25,,,196.25,,,195.99000549316406,,,196.07000732421875,,,103609.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:37:00+00:00,196.0800018310547,,,196.1999969482422,,,195.80999755859375,,,195.9949951171875,,,100083.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:38:00+00:00,196.02000427246094,,,196.07290649414062,,,195.84500122070312,,,195.89999389648438,,,72905.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:39:00+00:00,195.91000366210938,,,196.25,,,195.85000610351562,,,196.22999572753906,,,95721.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:40:00+00:00,196.24879455566406,,,196.83999633789062,,,196.22000122070312,,,196.7899932861328,,,249573.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:41:00+00:00,196.781005859375,,,196.92999267578125,,,196.6699981689453,,,196.77999877929688,,,154821.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:42:00+00:00,196.77999877929688,,,196.9398956298828,,,196.7301025390625,,,196.9199981689453,,,121785.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:43:00+00:00,196.91259765625,,,197.09500122070312,,,196.84939575195312,,,196.9199981689453,,,172481.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:44:00+00:00,196.91000366210938,,,196.9600067138672,,,196.75999450683594,,,196.75999450683594,,,70473.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:45:00+00:00,196.75,,,196.7899932861328,,,196.53500366210938,,,196.64999389648438,,,82073.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:46:00+00:00,196.6699981689453,,,196.75979614257812,,,196.5216064453125,,,196.57000732421875,,,69220.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:47:00+00:00,196.5699005126953,,,196.64500427246094,,,196.42999267578125,,,196.47000122070312,,,61876.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:48:00+00:00,196.47000122070312,,,196.52000427246094,,,196.3009033203125,,,196.30999755859375,,,69424.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:49:00+00:00,196.30499267578125,,,196.4398956298828,,,196.25999450683594,,,196.27499389648438,,,58385.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:50:00+00:00,196.27000427246094,,,196.50909423828125,,,196.25,,,196.30999755859375,,,78762.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:51:00+00:00,196.30990600585938,,,196.47000122070312,,,195.9600067138672,,,195.97999572753906,,,123859.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:52:00+00:00,195.99000549316406,,,196.1300048828125,,,195.79400634765625,,,195.80149841308594,,,78339.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:53:00+00:00,195.81210327148438,,,195.9600067138672,,,195.75509643554688,,,195.88999938964844,,,67563.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:54:00+00:00,195.8699951171875,,,196.0399932861328,,,195.8618927001953,,,196.0050048828125,,,86979.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:55:00+00:00,196.07000732421875,,,196.12969970703125,,,195.85000610351562,,,195.9199981689453,,,93717.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:56:00+00:00,195.89999389648438,,,196.00999450683594,,,195.8300018310547,,,195.86000061035156,,,54815.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:57:00+00:00,195.86000061035156,,,195.9600067138672,,,195.72999572753906,,,195.9326934814453,,,125558.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:58:00+00:00,195.94000244140625,,,195.99000549316406,,,195.83999633789062,,,195.96119689941406,,,58747.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 14:59:00+00:00,195.9600067138672,,,195.97500610351562,,,195.75999450683594,,,195.7825927734375,,,54629.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:00:00+00:00,195.7899932861328,,,195.9600067138672,,,195.63999938964844,,,195.91000366210938,,,72782.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:01:00+00:00,195.94000244140625,,,196.02999877929688,,,195.7899932861328,,,195.8699951171875,,,70773.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:02:00+00:00,195.831298828125,,,196.00999450683594,,,195.6999969482422,,,195.78500366210938,,,132200.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:03:00+00:00,195.77000427246094,,,195.8000030517578,,,195.52999877929688,,,195.60499572753906,,,92110.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:04:00+00:00,195.61000061035156,,,195.61000061035156,,,195.42999267578125,,,195.55999755859375,,,131953.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:05:00+00:00,195.56500244140625,,,195.72000122070312,,,195.5,,,195.63999938964844,,,182964.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:06:00+00:00,195.63499450683594,,,196.60000610351562,,,195.63499450683594,,,196.49000549316406,,,323680.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:07:00+00:00,196.52000427246094,,,196.74000549316406,,,196.24000549316406,,,196.27000427246094,,,123169.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:08:00+00:00,196.27499389648438,,,196.63619995117188,,,196.27000427246094,,,196.5,,,101711.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:09:00+00:00,196.52999877929688,,,196.53480529785156,,,196.2899932861328,,,196.30999755859375,,,62440.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:10:00+00:00,196.2899932861328,,,196.4600067138672,,,196.2100067138672,,,196.4600067138672,,,86695.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:11:00+00:00,196.42999267578125,,,196.60000610351562,,,196.4199981689453,,,196.5865936279297,,,86818.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:12:00+00:00,196.58999633789062,,,196.7899932861328,,,196.52000427246094,,,196.75869750976562,,,148882.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:13:00+00:00,196.7698974609375,,,196.8300018310547,,,196.66000366210938,,,196.79930114746094,,,73615.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:14:00+00:00,196.7899932861328,,,196.92999267578125,,,196.77999877929688,,,196.88499450683594,,,77823.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:15:00+00:00,196.89999389648438,,,196.9499969482422,,,196.63999938964844,,,196.65899658203125,,,84335.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:16:00+00:00,196.66000366210938,,,196.7050018310547,,,196.3800048828125,,,196.4199981689453,,,84238.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:17:00+00:00,196.41000366210938,,,196.8000030517578,,,196.39999389648438,,,196.74859619140625,,,78798.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:18:00+00:00,196.74960327148438,,,197.06959533691406,,,196.7100067138672,,,196.89019775390625,,,142113.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:19:00+00:00,196.91000366210938,,,196.9698944091797,,,196.72999572753906,,,196.9499969482422,,,69831.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:20:00+00:00,196.94000244140625,,,197.0,,,196.6699981689453,,,196.72999572753906,,,64569.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:21:00+00:00,196.72999572753906,,,196.72999572753906,,,196.47000122070312,,,196.52000427246094,,,83402.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:22:00+00:00,196.52000427246094,,,196.55999755859375,,,196.41000366210938,,,196.4600067138672,,,49083.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:23:00+00:00,196.46470642089844,,,196.65260314941406,,,196.44000244140625,,,196.60000610351562,,,55075.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:24:00+00:00,196.61000061035156,,,196.6999969482422,,,196.51040649414062,,,196.66000366210938,,,57762.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:25:00+00:00,196.6699981689453,,,196.67999267578125,,,196.42999267578125,,,196.460693359375,,,50635.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:26:00+00:00,196.47000122070312,,,196.58999633789062,,,196.39999389648438,,,196.4199981689453,,,42743.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:27:00+00:00,196.38999938964844,,,196.4499969482422,,,196.25999450683594,,,196.2899932861328,,,56648.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:28:00+00:00,196.27999877929688,,,196.30999755859375,,,196.02999877929688,,,196.0749969482422,,,67108.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:29:00+00:00,196.0800018310547,,,196.08999633789062,,,195.92999267578125,,,196.0399932861328,,,96957.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:30:00+00:00,196.02999877929688,,,196.36659240722656,,,195.9886932373047,,,196.33999633789062,,,84126.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:31:00+00:00,196.3300018310547,,,196.6199951171875,,,196.3300018310547,,,196.61740112304688,,,55273.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:32:00+00:00,196.64999389648438,,,196.72500610351562,,,196.55999755859375,,,196.64720153808594,,,59135.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:33:00+00:00,196.6685028076172,,,196.7299041748047,,,196.57000732421875,,,196.57000732421875,,,45517.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:34:00+00:00,196.59500122070312,,,196.7100067138672,,,196.50010681152344,,,196.52999877929688,,,47404.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:35:00+00:00,196.51499938964844,,,196.57000732421875,,,196.27000427246094,,,196.35650634765625,,,63457.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:36:00+00:00,196.36000061035156,,,196.47000122070312,,,196.1649932861328,,,196.3000030517578,,,75373.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:37:00+00:00,196.25999450683594,,,196.9199981689453,,,196.24000549316406,,,196.9199981689453,,,99700.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:38:00+00:00,196.91099548339844,,,197.0,,,196.4499969482422,,,196.47720336914062,,,87609.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:39:00+00:00,196.5,,,196.75,,,196.47000122070312,,,196.73500061035156,,,52275.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:40:00+00:00,196.75,,,196.82000732421875,,,196.6457061767578,,,196.75140380859375,,,35766.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:41:00+00:00,196.80999755859375,,,196.8625946044922,,,196.52940368652344,,,196.52999877929688,,,64802.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:42:00+00:00,196.5247039794922,,,196.58999633789062,,,196.30999755859375,,,196.30999755859375,,,52140.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:43:00+00:00,196.2902069091797,,,196.47000122070312,,,196.2902069091797,,,196.38999938964844,,,41580.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:44:00+00:00,196.40499877929688,,,196.40589904785156,,,196.14500427246094,,,196.27000427246094,,,56232.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:45:00+00:00,196.2899932861328,,,196.33999633789062,,,196.16000366210938,,,196.1699981689453,,,48430.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:46:00+00:00,196.24000549316406,,,196.3699951171875,,,196.11000061035156,,,196.32000732421875,,,47356.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:47:00+00:00,196.34500122070312,,,196.39999389648438,,,196.22500610351562,,,196.39999389648438,,,57766.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:48:00+00:00,196.39999389648438,,,196.6199951171875,,,196.3699951171875,,,196.5,,,71476.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:49:00+00:00,196.5050048828125,,,196.5399932861328,,,196.2100067138672,,,196.25999450683594,,,46452.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:50:00+00:00,196.25,,,196.2615966796875,,,196.0500030517578,,,196.07000732421875,,,68501.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:51:00+00:00,196.0800018310547,,,196.69000244140625,,,196.02000427246094,,,196.68760681152344,,,68465.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:52:00+00:00,196.6999969482422,,,196.9456024169922,,,196.55999755859375,,,196.59249877929688,,,76100.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:53:00+00:00,196.5850067138672,,,196.60000610351562,,,196.14999389648438,,,196.16000366210938,,,40573.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:54:00+00:00,196.14999389648438,,,196.2729034423828,,,196.1300048828125,,,196.21499633789062,,,44076.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:55:00+00:00,196.2003936767578,,,196.64999389648438,,,196.17999267578125,,,196.5800018310547,,,58847.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:56:00+00:00,196.58999633789062,,,196.74000549316406,,,196.50999450683594,,,196.5601043701172,,,47884.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:57:00+00:00,196.58999633789062,,,196.63560485839844,,,196.3759002685547,,,196.3759002685547,,,27087.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:58:00+00:00,196.3699951171875,,,196.39999389648438,,,196.14999389648438,,,196.21949768066406,,,98330.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 15:59:00+00:00,196.1999969482422,,,196.22999572753906,,,196.05999755859375,,,196.11000061035156,,,111518.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 16:00:00+00:00,196.1199951171875,,,196.75,,,196.0800018310547,,,196.39999389648438,,,144542.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 16:01:00+00:00,196.40060424804688,,,196.5800018310547,,,196.2899932861328,,,196.52000427246094,,,27368.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 16:02:00+00:00,196.50999450683594,,,196.64549255371094,,,196.42999267578125,,,196.5,,,35339.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 16:03:00+00:00,196.50999450683594,,,196.6199951171875,,,196.41000366210938,,,196.55999755859375,,,33264.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 16:04:00+00:00,196.6199951171875,,,196.6199951171875,,,196.33340454101562,,,196.33340454101562,,,32345.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 16:05:00+00:00,196.36000061035156,,,197.2899932861328,,,196.27000427246094,,,196.97999572753906,,,280873.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 16:06:00+00:00,197.00709533691406,,,197.35000610351562,,,196.86349487304688,,,196.86349487304688,,,119620.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 16:07:00+00:00,196.92999267578125,,,197.52999877929688,,,196.88999938964844,,,197.38499450683594,,,123933.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 16:08:00+00:00,197.3699951171875,,,197.8300018310547,,,197.30999755859375,,,197.69000244140625,,,148937.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 16:09:00+00:00,197.69000244140625,,,197.77000427246094,,,197.4687042236328,,,197.5,,,88937.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 16:10:00+00:00,197.5,,,197.55999755859375,,,197.2100067138672,,,197.25999450683594,,,74102.0,,,2025-04-19 09:55:43.308726
AAPL,2025-04-17 16:11:00+00:00,197.25,,,197.61000061035156,,,197.11000061035156,,,197.4250030517578,,,108821.0,,,2025-04-19 09:55:43.308726
